,,offensive,tweet
7530,7530,1,Ain't nothing funnier then watching a woman try to hide her inner hoe &#128514;&#128514;&#128514; know she like to get hit from the back and have a finger...nvm
7531,7531,1,"Ain't nothing funnier then watching somebody live a complete different life on the internet I be like ""who this hoe think she foolin"""
7532,7532,1,Ain't nothing that good head or pussy that curl yah toes up&#128514;&#128553;
7533,7533,1,Ain't nun Ordinary about this bitch &#9995;&#128527;
7534,7534,1,Ain't nuttin but a white trash party.
7535,7535,1,"Ain't shit like fucking another nigga bitch and askin her ""who pussy is this"" and she say yours lmao no bitch im stealing this pussy lol"
7536,7536,1,Ain't shit pretty but my bitch and my momma anyone can get the drama
7537,7537,1,Ain't that a bitch.
7538,7538,1,Ain't this a bitch
7539,7539,1,Ain't this a bitch---&gt; Clock mistake in Alabama-Arkansas - via @ESPN Champ Drive http://t.co/Go1XTsuv6O
7540,7540,1,"Aint #WCW jus ""bitches i wan fck"" day?"
7541,7541,1,Aint This A Bitch... I just saw my bitch kiss a bitch . You lucky I dont kill yo ass but you can still get pistol whipped - wayne
7542,7542,1,"Aint no bitches here... Well, like 3"
7543,7543,1,Aint no hoe in blood
7544,7544,1,"Aint no hoe worth loosing your wife, aint no beef worth loosing your life!"
7545,7545,1,Aint no pussy better then perk pussy
7546,7546,1,"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans &amp; trailer park trash white girls."
7547,7547,1,"Aint this a bitch,! The power out from this shit."
7548,7548,1,Al noooo ...... Too late fuckin faggot ! Lmao
7549,7549,1,Alabama won tho. So roll tide bitch
7550,7550,0,"Alarm set, early bird n all that. Night all xx"
7551,7551,1,Alcohol....drunk hoe &#171;@Mr__Rude i miss...&#187;
7552,7552,1,Alex Smith saw his career leave with that fumble and reeled that bitch back in with everything he had.
7553,7553,1,Alex Smith such a got damn bitch man
7554,7554,0,Alex Smith wears red and yellow now so quit being psycho ex boyfriends and get over him. He's in the past
7555,7555,0,Alexa's phone gave us colors and Julia got yellow I'm dying #racistaf
7556,7556,0,"Alfredo, Linguini, Pasta.... Just fancily prepared trash"
7557,7557,1,Alibaba / Jack Ma: Gotta love a guy who beat Meg Whitman's albino ass back to the US. Freakin' commie genius.
7558,7558,1,Alice took advantage of me last night...... that bitch won't tonight!!!!!
7559,7559,1,All DESE yung niggaz pussy
7560,7560,1,"All I ask for is love n loyalty. . nothing else. No arguing over other bitches/niggas , no he say she say , no social media bs... Just love"
7561,7561,0,All I did was said her weed was trash
7562,7562,0,All I ever want is for someone to love me as deeply and devotedly as Charlie Kelly loves the waitress.
7563,7563,1,"All I got for these hoes is dick, duct tape, and a stapler."
7564,7564,1,All I need is a 100 million dollars Bc I got that bad bitch
7565,7565,1,"All I need is one, I don't want ""the hoes """
7566,7566,1,All I want for my birthday is a big booty hoe &#128526;&#128526;
7567,7567,1,All I want for my birthday is a big booty hoe.
7568,7568,1,All I want is a 100 million dollars and a bad bitch
7569,7569,1,All I want is a 100 million dollars and no bad bitch. I'm selfish lol
7570,7570,1,"All I want is bitches, big booty bitches"
7571,7571,0,All I want is cheesy bread and brownies &#128523;
7572,7572,1,All I wanted to do was get some hoes too :(
7573,7573,1,All I wanted was 100 million dollars and a bad bitch. But now I want 200 and a m&#233;nage in my palace
7574,7574,0,All I wants is to represent da life o da colored man.
7575,7575,1,All I've asked is for one thing. &amp; one thing only . But I get more then what most bitches could ever have... But still.
7576,7576,0,All Okies are trash.
7577,7577,1,All These hoes sooo average &#128553;&#128533;
7578,7578,1,All a nicca need is time .. #BePatient
7579,7579,1,All a nicca want is some Coney Island and Lous Deli tho! #DetroitNiccaInAtlantaProblems
7580,7580,1,"All bitches do is graduate, get pregnant n become CNAs &#128557;&#128557;&#128557;&#128557;"
7581,7581,1,All bitches need a bus driver uppercut a Chris brown bitch slap followed by some dancing nd Chad Johnson hea http://t.co/Teuqy9hF
7582,7582,1,All d messy hoes sleep
7583,7583,1,All da lil bald headed bitches standn outside of kevin gates tryna get in &#128514;&#128514;&#128514;
7584,7584,0,All da white folk off twitter yet? Da colored tweet at night while y'all sleep cuz you gotta woyke tomorrow.
7585,7585,1,All deses bitches know that you're my nigga.
7586,7586,1,All deses bitches turnt up I'm fenna turn em down
7587,7587,0,"All good things must come to an end, that's all right get 'em tomorrow #Yankees"
7588,7588,1,All hoe money is gooooooooooood
7589,7589,1,All i kno is make them hoes cone joints
7590,7590,1,All it take is for one bitch to open her mouth and niggas start fuckin up.
7591,7591,1,"All my bitches love me, all my all my bitches love me, all my bitches love me. You ain't fuckin with my dougie &#128129; @vivaalakatyy"
7592,7592,0,All my gold is white not yellow.
7593,7593,1,All my hoes got money she in the mall she ballin bitch buy something for me
7594,7594,1,All my hoes they so rude
7595,7595,1,"All my life i been this cold, all my nights been With hoes."
7596,7596,1,All my niggaz better have at least 3 ugly bitches number in their phone this summer.
7597,7597,1,All my old hoes gone love my video
7598,7598,1,All my old hoes wana have my baby
7599,7599,0,All my so whitey bois gone ride
7600,7600,1,All my white school teachers back in elementary knew not to give me no pussy. I'm telling all of my niggas.
7601,7601,1,All my young boys round me sayin get money and fuck these hoes
7602,7602,1,"All my young boys round me saying ""get money and fuck these hoes"""
7603,7603,1,All of a sudden craving the hell out of @Oreo cookies.
7604,7604,1,All of my bitches know they temporary
7605,7605,1,All of my money neat all of my bitches freaky everybody kno it IT AINT A SECRET
7606,7606,1,All people do in my house is bitch
7607,7607,1,All that but the bitch can't take a joke. @itsz_princessz @IGGYAZALEA
7608,7608,1,"All that x rays, no wonder the bitch got two heads #AHSFreakShow"
7609,7609,1,All the Uchiha are. RT @ThatNiggaCris: Sasuke is probably the biggest faggot of all time
7610,7610,1,All the bad bitches are in the gym between 9-1 u know why they ain't got no job
7611,7611,1,All the bad bitches think they ugly and all the roach bitches think they bad-_-
7612,7612,1,All the bitches happy maybe one of his female friends can find him a bitvj
7613,7613,1,All the bitches in Shameless are straight bugoutsss
7614,7614,1,All the coons use the same effect on their pictures
7615,7615,1,All the fine bitches i need yall to hit me up my # 562 922 40 guess the last 2 &#128514;
7616,7616,1,All the hoes I did have now they decided they wanted to be wifey type draya fuck all that up
7617,7617,1,All the hoes know who I rock wit &#128175;
7618,7618,1,All the hoes on LoveandHipHop going to prom &#128514;&#128514;&#128514;
7619,7619,1,All the pictures of the ex are gone...there's no pictures with the side hoe posted...*slides into his dm's like* http://t.co/XMVtZ0GTPp
7620,7620,1,All the ratchet hoes on Cecil B
7621,7621,1,All the redskins act like @DeSeanJackson11 te bitch @DeAngeloHall23 the bitch
7622,7622,1,All the snacks in this bitch &#128516;
7623,7623,1,All the time lol RT @KoolAssK: Lol ima hoe sometimes
7624,7624,1,All the work gone so we ain't going nothin but fucking bitches in the trap
7625,7625,1,"All them hoes crazy RT @Mr_NiceeeGuy: Thick thighs, &#128166; skinny waist, &#128591; and natural beauty face &#128149;"
7626,7626,1,All these 4/20 tweets are retarded most of these nig nogs haven't even smoke a bl&#250;nt ever
7627,7627,1,All these Hoes fuckin ! But they don't wanna seem like a hoe you gotta hit them ona D LO !
7628,7628,0,"All these afternoon groups are trash besides the Bubba, Keegs and Furyk group #TheMemorialTournament"
7629,7629,1,All these bitches &amp; niggas be Trippin offa what type of relationship me &amp; duddy got like we not fuccing no more &amp; we not dating.
7630,7630,1,All these bitches know that you're my nigga &#128075;
7631,7631,1,All these bitches love Mosa sippin on the coca
7632,7632,1,All these bitches talk shit that's why bust em in they shit
7633,7633,1,All these bitches wanna be like Kim K and fuck their way into being rich but it don't work like that. Get a degree &amp; work a desk job you hoe
7634,7634,1,All these bitches wanna fuck on a thug
7635,7635,1,All these bitches want love from scrappy .
7636,7636,1,All these break ups gon be a crazy hoe free agency this summer #DOYOURGOOGLES
7637,7637,1,All these faggot fell asleep on me
7638,7638,1,All these fuckin dudes do is bitch at the refs....shut the fuck up and play
7639,7639,1,"All these hoes fuckin..... Be Careful! Just cos she look good, don't mean she's good for you!"
7640,7640,1,"All these hoes fucking, but they don't want to seem like a hoe so you gotta hit em on the low."
7641,7641,1,All these hoes say that wanna be cuffed bitch cuff this dick
7642,7642,1,"All these hoes trife I can never cuff , I've been hurt before so I can never give a fuck"
7643,7643,1,All these hoes want boyfriend's but the last thing I need is more ties
7644,7644,1,"All these niggas with these "" Love Quote"" Pages are some pussies. Them niggas don't be living what they talking bout"
7645,7645,1,All these ratchet bitches killin Gossip Girl
7646,7646,1,All these ratchet hoes be on tha same stuff !
7647,7647,1,All these so called real niggas and they hoes aint nuttin but some massah luvin uncle toms &amp; aunt jamammi's fakin da funk.
7648,7648,1,All these touch screen phones and hoe u still got flipped http://t.co/G3MUxm2ldx
7649,7649,1,"All theses hoes on me , they so phony &#128534;"
7650,7650,0,"All trash RT @nicekicks: Now that's a lot of stolen shoes...

https://t.co/q0wswXE7Fw"
7651,7651,1,All y'all bitches corny lol
7652,7652,1,All yall bitches dress alike wassup wit that ?
7653,7653,1,"All yall bitches fake an wanna b's get yall life,"
7654,7654,1,All you bitches can keep getting jealous. I loveeee ittttt
7655,7655,1,All you bitches extra easy when yall drunk lol unless ur sober friends there to save youu
7656,7656,1,"All you bitches know youre trying to find yourself on the website, who are you kidding lol"
7657,7657,1,All you bitches thirsty hella worried about IG
7658,7658,1,"All you gotta do is be funny, witty and charming and the bitches will come to you naturally you ain't even gotta do shit but be yourself"
7659,7659,1,All you hoes are hoes for tweetin about ya panties bein wet
7660,7660,1,All you hoes middle name isn't Nicole &#128530; The jig is up..
7661,7661,1,All you ladies pop your pussy like this
7662,7662,1,All you muzzy lovers need to do one thing. Tell muzzies in the mideast to leave Israel alone. Don't start no shit won't be no shit. #Israel
7663,7663,1,All you ofay got left is da Oscars. Better Enjoy dat before us colored folk get dat too!
7664,7664,1,"All you pussies is losers, all my niggas is winnin"
7665,7665,1,All you see is straight pussy in my iPhone!
7666,7666,1,All your selfies are booty pics... Cause bitch you always look like ass
7667,7667,1,Allergies ain't bothered me all summer now all of a sudden in the middle of august shit is startin to get real. Ain't that about a bitch
7668,7668,1,"Allergies have my eyes all red and chink eyed, I look like I'm stoned"
7669,7669,1,Almost cussed dis bitch out at mcdonalds talmbout da register down so dey can't serve us..umm bitch give us da food fa free den &#128530;
7670,7670,1,Almost done with this bitch ass room ....
7671,7671,1,"Almost everyone I met in #Paris was absolute trash. And if they support a republican government, I hope they fucking die."
7672,7672,1,"Almost forgot 40,000 tweets still no bitches"
7673,7673,1,Almost got in a fight with a southwest faggot at the carnival lol
7674,7674,1,"Almost got to see a white boy get beat around today, but he ran like a bitch."
7675,7675,0,Almost half of North American bird species threatened by climate change http://t.co/dWSYB5BodA http://t.co/F0PVuLNf4c #Climate #Environment
7676,7676,1,Almost just said some bitch shit &#128527;
7677,7677,1,Almost quit today they had me fucked up.. False promises to get me to work harder that's some hoe shit.
7678,7678,1,Aloha bitches! 27 minutes before I caught a 32ft #greatwhite #okaysomaybeimlying #butiwasfishing http://t.co/N86Ew3zhep
7679,7679,1,Alotta people say they loyal to they niggas and bitches .... Yall aint shiiittt . Someone throw a few dollas in ya face you'll be snitchn &#128175;
7680,7680,1,Already had to unfollow that bitch. Annoying af.
7681,7681,1,Already more yellows than the last 2 years combined #IndyCar #Honda200
7682,7682,1,Already scratched off mines RT @KingHorseDick: Paying for pussy still on my bucket list
7683,7683,1,Alright Vacarro you bitch!!!
7684,7684,1,Alright ya faggots. Lets just stop with all the S/O and R/T. No one gives a fuck on what you think of other people. Probably lying anyways
7685,7685,1,Alright your time is up RT @EvilJeanyis: Cheesecake trash
7686,7686,1,"Also love angry old Irish bartenders ""pussies have one beer and ask for a glass of water, fuck them I ignore that shit"""
7687,7687,1,"Also, anyone who wants to bitch about the prices at Disney needs to check this out next time. #dollywood http://t.co/jlLkzbHYOy"
7688,7688,0,"Also, it&#8217;s a hiccup to Jihadi propaganda: they portray themselves as the only ones willing to die for their cause."
7689,7689,1,Always a good sesh wit my niggah blakk
7690,7690,1,Always broke niccas how yu Robbin
7691,7691,0,Always thought golden Oreos were the same as original Oreos but oh my god I just climaxed
7692,7692,1,"Always wanted to fuck that bitch, thank you god I fucked that bitch"
7693,7693,1,Am I really going to sit here and cry like a bitch....
7694,7694,1,Am I the only #gay man without a fag hag? I guess I am.
7695,7695,0,Am I the only person that feels disrespected by the bird poop suddenly dropping on your front window:(ewww#annoying
7696,7696,1,Am I wrong fa laughin at dem niccas on 1st 48 who be cryin n the interrogation room
7697,7697,0,Am ghetto http://t.co/kgu2SePIQZ
7698,7698,0,Am so high that birds and planes are my peers
7699,7699,1,Am sorry I can't stand stand some black females especially the full breaded Africans bitches being have std and shit I prefer white girls
7700,7700,1,Am zoneing they say I'm possessed it's a omen I keep 300 like the Romans with 300 bitches with the trojans I been a menace for the longest.
7701,7701,1,"Amanda Bynes is crazy, idc what else y'all wanna call it but da bitch been crazy."
7702,7702,1,Amanda is a bitch omg I would beat her ass lol
7703,7703,0,Amazing. You know what they say about birds of a feather http://t.co/mefmPB3aW5
7704,7704,1,"Amber Rose is one of those bad bitches who ""only get along with dudes"""
7705,7705,1,Amber wants a million... Wiz just like... Ok bitch I spend that on 2 cars..
7706,7706,1,"Amennn!!!!! ""@WomenLoveBrickz: If your girlfriend doesn't like that bitch, you don't talk to that bitch"""
7707,7707,1,America is white trash and so are all Americans.
7708,7708,0,American culture is stuck to the side of the toilet. Graffiti writers in Europe can create better art without any lowlife trash sex jokes.
7709,7709,1,Amina ass... Peter you just fucking the bitch I don't like her voice
7710,7710,0,Amo hangs http://t.co/h8UQDrjeCb
7711,7711,1,An awesome Friday. Not a day for pre-weekend news-dumps anymore. Another weekend to celebrate progress my fellow queer folk!
7712,7712,1,An if u aint a hoe get up out my trap hoooouusssee!!!!
7713,7713,1,"Anacortes bucks got racks like a black bitch, dwammm"
7714,7714,1,And I can't be known for fucking wit a trash bitch.
7715,7715,1,"And I lick it after you clean it , eat pussy like a dyke but I fuck like a demon &#128545;&#128166;"
7716,7716,1,And I wanna say something SOOOOOO bad to these two cunts on Twitter eh..
7717,7717,1,And I was like yeah bitch
7718,7718,1,And I'm definitely top 3 at makin beats in the city but y'all niggers love your trap beats so y'all probably won't admit that
7719,7719,1,And I'm out bout $50 .. These hoes be pimping me man &#128514;
7720,7720,1,And I'm steady tellin dis bitch gtfo my face
7721,7721,1,And I've had enough. Unfollowing dat ass bitch
7722,7722,1,And a hoe gon be a hoe regardless
7723,7723,1,And bitch I ain't bout to debate with Ya funky ass either.
7724,7724,1,And by YALL I mean.... Whoever running back telling tunchi wtf I'm doing that's not my nigga dog niggas nd bitches &#128175;
7725,7725,1,And da hoes!! RT @Pr3ttyN33: I kno u hear vodka n the background &#127908;
7726,7726,1,And dis nicca still rapping
7727,7727,1,And dis shit is for the birds 2 http://t.co/o1pKDhYAX9
7728,7728,1,And don't come to my mf house honking ur damn horn. Get tf out the car &amp; ring my bell bitch.
7729,7729,1,"And even if the sky come fallin, bitch ima still be high. I got faith in my weed man"
7730,7730,1,"And gabby was steady walking off laughing, I'm like bitch really &#128548; , if she ever fall around me I'ma get in my car and leave her there"
7731,7731,1,And get my self a bad bitch thats loyal and one hunnid
7732,7732,1,And girl I've been thinkin of ways thinkin of new ways to beat that pussy down .
7733,7733,1,"And girl that pussy ain't shit to me, baby girl roll up and get high"
7734,7734,1,And ha bitch break down my weed sometimes
7735,7735,1,"And here standing in the red corner @John_Mayer_69 weighing 145lbs the pussy destroying champion of the world, Adam nobodyknowshisrace smith"
7736,7736,1,"And honestly I'm a social hoe. I'll talk to any and everybody. Nowhere in there did I said fuck, suck, and trap."
7737,7737,1,And i aint neva gave a fucc about a bitch boy !
7738,7738,1,"And i didn't wanna come off as a bitch, so I took another hit, now I think I'm feeling to high"
7739,7739,1,"And if u aint a ho, GET UP OUT MY TRAP HOUUUSE!"
7740,7740,1,And if yu ever need a shoulder to cry on I won't be there cus I'm on my fuck that bitch shit
7741,7741,1,And ima dream about 4 fat bitches stuck in a mini van on a hot summer day
7742,7742,1,And it's always the black bitches that's constantly late AF for no reason. Couldn't refuse the ladies in free til 12 &amp; $1 shots
7743,7743,0,And it's gotta be some ghetto fool :/
7744,7744,1,And just like me that bitch loaded.
7745,7745,1,And little bitch ass @_TriggaPlease_
7746,7746,1,And mad hoes you can ask Beavis I get nothing butthead
7747,7747,1,And my bitch gon' blast and she got the ass like... http://t.co/yzJVcu77nF
7748,7748,1,And my mom was really getting me a car smh hoe f u for dat
7749,7749,1,And niccas are 38 HOT if they paid 20 bucks for that Pay-Per-View......
7750,7750,0,And now Jihadis bragging about a massive bombing in Sadr city in Baghdad. #Iraq #onslaught
7751,7751,1,And now lookin ass niggas and lookin ass bitches will be the terms of 2014. Will be overused &amp; abused in every fucking way
7752,7752,0,And of course some rascally #teabagger on the radio is blaming the 19 dead AZ firefighters on #biggovernment. Oy vey. #tcot #p2 #teaparty
7753,7753,1,And remember---always be the person you're born to be. You don't have to be queer to take something from that message. #NationalComingOutDay
7754,7754,1,And since im gino marley my bitch just flew from Japan
7755,7755,1,And someone from my class is literally sitting across from me on the bus so I can't even call dad and bitch
7756,7756,1,And the Jew @Deuterostomes favorited my tweet though. Lol. Don't have anymore time for this trash.
7757,7757,1,And them niggas pussies...cameltoes &#128514;
7758,7758,1,And these hoes ain't as good as they look..I need to take my own advice doee cause If that pusxy good then I'm good &#128569;
7759,7759,1,And vice versa RT @_Kimchanel_: 9/10 he has hoes
7760,7760,1,And weres bitch boy ?
7761,7761,1,And when I say DOH DOH DOH DOH bitch that be Kdot
7762,7762,1,"And when bitches be like ""me and him against the world!"" bitch don't nobody even know y'all together -_- nobody hating."
7763,7763,0,And where do you think unsold items from thrift stores go? The garbage. Think of all the great games that are in trash dumps as we speak :(
7764,7764,1,"And you a bitch.. Even when you say you love me, you a bitch. I pray you crash like Caroline into a ditch."
7765,7765,1,"And you adopted bitch? I don't give a fuck what kind of ""Mental illness"" they claimin imma kill ya"
7766,7766,1,And you kno we the opposite of down bitch we up http://t.co/qkFYwnFZqu
7767,7767,1,"And you&#8217;re a bitch RT @FuckingPatBro: @Thotcho you&#8217;re a little fucking worm you know that,"
7768,7768,1,Angel stop rting that fugly bitch
7769,7769,0,Anglo-Saxon Mike Oz
7770,7770,1,Ankles &#128128;&#128514;&#8220;@Saina_faal: &#8220;@martian_Mulah: Hood bitches with long weave is the worst thing ever&#8221; weave that be touching their ashy ankles &#128567;&#8221;
7771,7771,1,Annie.. You crazy hoe &#128514;&#128514;&#128514;
7772,7772,1,Annnnd you're a dyke. &#9995;
7773,7773,0,Annoying yelling bint next door has locked herself out.
7774,7774,1,Another bad bitch fuck her for a hour another cigarette another nut another shower
7775,7775,1,"Another high point was a Hungarian calling me ""cheat fuck"" and ""cheat pussy"" for doing well."
7776,7776,1,Another long mornin smh...Thank God a nicca out here to see it tho real shit
7777,7777,0,"Another major development in the Jihadi circles: Al Maqdisi, hardcore jihadi theorist asks specifically for relief &amp; aid workers&#8217; release"
7778,7778,1,"Another nigga hoe is another nigga problem.
@JoseGuapo been had hits."
7779,7779,0,Another season of retweeting every one of @nikaaaa3 's Yankee tweets! &#128514;&#128514;&#128514;&#128514;
7780,7780,1,Another woman ain't gon keep me coming. Girl these hoes ain't got nothing on ya
7781,7781,1,Any bitch who show up Friday looking like the bitch from the ring I'm punching straight in the face.
7782,7782,1,"Any dope nigga or pretty chick is gon have people wantin their attention.. Y'all gotta grow up with that ""you got hoes"" shit.."
7783,7783,1,"Any man even considering plastic surgery is gay gay gay imagine ya boy say ""I'd get more hoes then u after I get these new lips"" &#128514;&#128514;&#128514;"
7784,7784,1,Any nicca gettin it n da ass is a fag! &#8220;@CruellaDeTrill: Howw? Please explain this twitter logic. I'm confused. &#128553; @Im_Yung_Jay @YuTwatching&#8221;
7785,7785,1,Any person that puts anybody else's business out there for whatever reason is a bitch.
7786,7786,1,Any pregnant bitches at centreville I should know about in about to move there next ... &#8212; Idk.. I dont go to cville http://t.co/Hq4Q6zfwjh
7787,7787,1,Any pussy I had I can get again!
7788,7788,0,"Any solution to ZOG which doesn't deal with demographics - only laws - is no solution.
#NorthwestImperative
http://t.co/Vhy5s2apCn"
7789,7789,1,Any where the $$$ at is where the pussy go...
7790,7790,0,Anyone want some absolutely amazing and deliciously fresh perfect monkey bread? &#128586;&#128584;
7791,7791,1,"Anyone want to share their thoughts on their mock draft?? Just kidding. SHUT YOUR FILTHY DAMNED MOUTH, YOU CLODS."
7792,7792,1,Anyone who came to the US as an indentured servant is white trash.
7793,7793,1,Anytime somebody say u wan hear a funny that shit gon be trash..
7794,7794,1,Apaches' 30 MM rounds turn Jihadis into tomato soup @MarkRothschild1 @Rockprincess818 @NoFear3136 @Lanna70115
7795,7795,1,"Apologizing in advance for my actions, I'm thee biggest bitch when I'm studying &#128522;&#128299;"
7796,7796,0,"Apolonia Gardner of Imperial, CA misspells ""phalarope"" - a bird that resembles a sandpiper. The dreaded schwa! #spellingbee"
7797,7797,0,"Apparently I got chunky for my bday. Worse bday present ever. Lol. 
#diettime"
7798,7798,0,Apparently im a honky. Pfft. Like that's a bad thing.
7799,7799,1,Apparently not wanting to trade your Nitro M4 in CSGO makes you a collossal faggot.
7800,7800,1,"Apparently, saying something nice to someone these days means you're trying to stick them with your poker. Get over yourselves bitches."
7801,7801,0,Apple need to add some colored emoji
7802,7802,1,"Apple sauce, bitch."
7803,7803,0,Appropriately this guy wears the WV yellow Rick James on his face. @BarkingCarnival http://t.co/SGb9rYvdmb
7804,7804,1,Are pet guinea pig is about to die this fucking blows :/
7805,7805,0,Are poor little guinea pig died :(
7806,7806,1,Are you nigguhs saying you want Donald trump as prez? That nigguh don't understand real american struggles &#128514;
7807,7807,1,Are you single but your pussy is in a relationship?
7808,7808,0,"Are you tired of the ""mock drafts""? Let's just do this: If Clowney is not the 1st pick, who thinks Round 1 becomes ""chaos""? #ShowOfHands"
7809,7809,0,Aren't these little border jumpers supposed to be in school
7810,7810,1,Argue to make up. Not to break up &amp; get back together that's retarded in my eyes
7811,7811,1,Arguing over a bitch with a glued on butt
7812,7812,1,Arod like ugly bitches that like to fuck
7813,7813,0,Arroz con pollo
7814,7814,1,Arturo keeps calling me ghetto &#128532;
7815,7815,0,"As Chanice say that, I realize the coons move from drinking Moet to Belaire. All yuh feel all yuh so fancy with all yuh $30 champagne eh"
7816,7816,1,"As I tweeted before any man telling me to go to the kitchen this season could tell his mom that, father probably wouldn't of left..bitch"
7817,7817,1,"As a girlfriend I'm NEVER getting close to my boyfriend friends , cause they can be telling me one thing , and telling these hoes another."
7818,7818,1,"As a girlfriend, you gotta accept the fact hoes gone be all up in his face. But as a boyfriend, he better let them hoes know wassup."
7819,7819,1,As a man ... I feel like you a bitch if you living off a female . Havin her buy all yo shit fucc that never be dependent on someone
7820,7820,1,As always Eli has the stupid hick hayseed look on his face Giants fans kill yaselves it's gonna be a&#8230; http://t.co/JcYZzMKCfu
7821,7821,1,As good as Percy Harvin and Peyton on the same team sound&#8230; That&#8217;s so retarded lmao
7822,7822,1,As if it WASNT gon get Bacc to me &#128514;&#128557; bitch your outta your fuccing mind
7823,7823,1,As long as you gon feed me pussy when I get the munchies &#128586;
7824,7824,1,As of today im cutting muthafuckas off bitches/niggas that never show love or just temporary people iont need um
7825,7825,0,As soon as a Democrat gets a chance to ? the political hack #foxnews goes to commercial then back with Bolton LMAO #teabaggers #benghazi
7826,7826,1,As soon as a bitch think shit sweet.... Give em wat they been asking for!
7827,7827,1,As soon as bitches get on a come up you got that one bitch that CANT Wait to tell ppl your downfall before the come up &#128528;&#128528;. #Haters
7828,7828,1,As soon as we left Iraq all these towel heads think they can fucking barge in and take over what we worked so hard to set up. Pisses me off.
7829,7829,1,Asha had a little voice in my head telling me to fuck with these hoes. Wasn't kendra &#128524;
7830,7830,1,Asha my bitch doe &#128553;&#128076;
7831,7831,1,Ask a bitch in 2014 if she would rather have JESUS than silver &amp; gold I bet u she tell a lie.
7832,7832,1,Ask around n the streets bitch bout Jay
7833,7833,0,Ask the governor how we are supposed to pay for this? Typical #teabagger mentality. Government is EVIL until we need them LOL #morningjoe
7834,7834,1,Ask tht bitch when she gon let a yung nigga blast tht ass
7835,7835,1,Ask your bitch about me she turns into dori. &#128032;
7836,7836,1,"At 6'0? Good luck Nh nh RT @UnnagroundKing: I'm 6'0, 150. One of you bitches better reproduce with me. I can give you an athlete."
7837,7837,1,At Dunkin donuts and every time somebody walked in I either yelled ratchet or hoe and so me and my brother got kicked out &#128514;&#128514;&#128514;
7838,7838,0,At a point where I've got to make a tough life decision. Ice black translucent sole or solid black sole on my KD VI's. Blk or orange airbag
7839,7839,0,At all my ritz crackers. Idk what to do with myself anymore.
7840,7840,1,At least ima a faithful bitch &#128524;
7841,7841,0,At pussy cat lounge killin it with my girlz @blaqdior and @hpmiss
7842,7842,1,At the MLK march tryna find a man bitch we see U
7843,7843,1,At the Mexican laundry mat and it's PACKED denna hoe
7844,7844,1,"At the bar in downey wit my uncle, this niggah faded hopefully he doesnt get us into a fight lmao"
7845,7845,1,At the doctors with sam shes such a pussy the had to put a cotton swab in her nose and she just about started to cry -_- @SamRomero95
7846,7846,1,At the end of the day seniors still love that young fresh pussy from west case closed
7847,7847,0,"At this rate, I'd cheer for the awful New York Yankees over the St. Louis Cardinals."
7848,7848,0,"At work but wish I was floating in my 15 ft., on sale at Walmart, redneck pool that my husband probably hasn't cleaned since last weekend."
7849,7849,0,Ate the receivers really fast or is pass coverage trash?
7850,7850,1,Attention one and all. @JordanWright23 just motoroboated my knees. Someone get this jiggaboo some water. She #thirsty.
7851,7851,1,Auburnnn hoe
7852,7852,1,Audio: Happy Valentines Day bitches. &#160;Now play this while you get laid. http://t.co/x70OTlH3
7853,7853,1,August alsina : ghetto &#128158;
7854,7854,1,Austin is a funny niggah
7855,7855,1,"Autocorrect makes my ""how's life"" change to hoes life. What the duck."
7856,7856,0,Average is basic and basic is trash &#128514;&#128514;
7857,7857,1,"Aw man, that bitch she go hard.. Put it on me I'm like ""Oh Lord""... No panties, baby, no bra !"
7858,7858,1,"Awe did I cut you off and make you mad? That's too dam bad, shoulda been going the fucking speed limit bitch"
7859,7859,1,Awk... U don't like your own nephew / cousins bc our race.. LMAO broke ugly bitches fuck them we don't need them
7860,7860,1,Awwwwww RT @Tyga: That ain't my hoe.
7861,7861,1,Awwwwww they no Kaep ain't rape no bitch!!!!
7862,7862,1,Ay cuh its HOT AF . Im finna go buy yo bitch some ice cream . Lol
7863,7863,1,"Ay fuck wieners, remember to eat before you drink and remember to drink water while you're drinking and also to go eat shit you pussy head."
7864,7864,0,Ay what are some good bars/clubs to hit up in Denver?? Should be up there Saturday night to coon out.
7865,7865,1,Ay yall heard that Rich Gang tape thou?? That bitch on Flame!!!&#128293;
7866,7866,0,Aye a nicca is tired tho!
7867,7867,1,Aye it's a lot of niggas out here that can't fuck a bad bitch unless they get her drunk smh #Preach
7868,7868,1,Aye my NIGHA #YeaYouReadinDis... Gone let ya bitch fuck wit my team @TwinzNControl donjuuuan&#8230; http://t.co/qloMazph9A
7869,7869,1,Aye the part be treating the bitches too good &#128514;
7870,7870,1,Aye we all needa keep are heads up high who cares if we lost we all went and tried our best &amp;south is a bunch of trash talking pussys ! -.-
7871,7871,1,"Aye, Mcdonald'ss got a fire ass frozen strawberry lemonade.. This bitch so wet"
7872,7872,1,Ayee hoe
7873,7873,0,Ayo I jus had a mini heart attack behind the wheel..north Philly n fire crackers don't mix&#128553;&#128553;&#128514;&#128514; I&#8230; http://t.co/o5v2E4LFtm
7874,7874,1,Ayo twat boy I gotta new phone give me yo jack now @Jay050709
7875,7875,1,Ayo why da hell ain't nobody hip me to these niccas! @MigosATL ... #BetterLateThanNever
7876,7876,1,Ayo!! @theofficialeg10 unblock me so i ca tell you how garbage yo bitch ass playing....
